region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,alert_day,alert_month,max_temperature,precipitation,min_temperature,avg_temperature,lat,lon
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-04-03,22:52:00,1.7,0,0,1.7,1.7,1,3,April,27.7,0,7.3,18.7,41.4325,-7.97055555555556
Ribatejo e Oeste,Santarém,Tomar,agriculture,2015-05-29,00:19:00,0,0,0.0213,0,0.0213,1,29,May,25.2,0,12.8,17.4,39.7866666666667,-8.49222222222222
Entre Douro e Minho,Braga,Barcelos,firepit,2015-05-29,06:37:00,0.02,0,0,0.02,0.02,0,29,May,25.8,0,10.3,18.3,41.5166666666667,-8.68333333333333
Entre Douro e Minho,Braga,Barcelos,fire,2015-05-29,13:48:00,1.3,0,0,1.3,1.3,0,29,May,25.8,0,10.3,18.3,41.535,-8.62222222222222
Entre Douro e Minho,Porto,Penafiel,firepit,2015-05-29,16:30:00,0,0.01,0,0.01,0.01,0,29,May,25.2,0,12.8,17.4,41.2,-8.26666666666667
Tras-dos-Montes,Vila Real,Boticas,fire,2015-06-29,18:19:00,0,1,0,1,1,0,29,June,40.2,0,14.2,27.6,41.65,-7.75
Entre Douro e Minho,Braga,Fafe,firepit,2015-05-27,14:35:00,0.15,0.05,0,0.2,0.2,1,27,May,30.1,0,12.5,20.6,41.5166666666667,-8.15
Beira Litoral,Aveiro,Santa Maria da Feira,firepit,2015-05-27,15:06:00,0,0.075,0,0.075,0.075,0,27,May,31.4,0,16.2,22.8,40.9833333333333,-8.58333333333333
Ribatejo e Oeste,Santarém,Ourém,firepit,2015-03-06,17:47:00,0,0.039,0,0.039,0.039,0,6,March,20.5,0,4.9,12.3,39.65,-8.56666666666667
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-03-07,00:04:00,0.5,1,0,1.5,1.5,1,7,March,25.9,0,0,13.5,41.45,-8.01666666666667
Beira Interior,Castelo Branco,Sertá,firepit,2015-03-07,12:51:00,0.025,0,0,0.025,0.025,0,7,March,24,0,4.7,14.8,39.7763888888889,-8.11833333333333
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-07-03,19:07:00,0,0.01,0,0.01,0.01,1,3,July,26.1,2.4,13.4,18.6,41.65,-8.58333333333333
Tras-dos-Montes,Vila Real,Peso da Régua,firepit,2015-07-04,03:50:00,0,0.02,0,0.02,0.02,0,4,July,29.6,0,12.7,22.8,41.1666666666667,-7.78333333333333
Beira Litoral,Leiria,Pombal,firepit,2015-07-04,05:37:00,0.25,0.25,0,0.5,0.5,1,4,July,29.6,0,15.1,20.9,39.8166666666667,-8.6
Entre Douro e Minho,Porto,Paredes,firepit,2015-03-30,12:20:00,0.03,0,0,0.03,0.03,0,30,March,20.9,0,9.2,12.7,41.1666666666667,-8.35
Ribatejo e Oeste,Santarém,Tomar,agriculture,2015-03-30,17:07:00,0,0,0.1869,0,0.1869,0,30,March,20.9,0,9.2,12.7,39.65,-8.45
Beira Litoral,Viseu,Viseu,firepit,2015-03-30,22:09:00,0.13,0.3,0,0.43,0.43,0,30,March,20.9,0,9.2,12.7,40.6516666666667,-8.01416666666667
Entre Douro e Minho,Porto,Penafiel,firepit,2015-04-02,09:49:00,0,0.3,0,0.3,0.3,0,2,April,27.8,0,9.2,19.9,41.15,-8.3
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-04-02,22:19:00,0.15,0,0,0.15,0.15,1,2,April,26.8,0,9.2,16.7,41.3677777777778,-8.16083333333333
Tras-dos-Montes,Vila Real,Montalegre,fire,2015-04-03,15:09:00,6,1,0,7,7,1,3,April,27.7,0,7.3,18.7,41.7166666666667,-7.68333333333333
Entre Douro e Minho,Braga,Fafe,firepit,2015-04-03,17:00:00,0.05,0.1,0,0.15,0.15,1,3,April,26.7,0,9.7,18.1,41.4333333333333,-8.16666666666667
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-04-04,16:38:00,10,2,0,12,12,1,4,April,25,0,5.8,14.9,41.3388888888889,-8.09916666666667
Entre Douro e Minho,Viana do Castelo,Paredes de Coura,firepit,2015-06-30,18:20:00,0,0.05,0,0.05,0.05,0,30,June,23.5,0.1,15,18.2,41.9333333333333,-8.56666666666667
Beira Interior,Castelo Branco,Castelo Branco,agriculture,2015-05-24,20:55:00,0,0,0.0064,0,0.0064,0,24,May,26.9,0,13,20,39.7833333333333,-7.56666666666667
Entre Douro e Minho,Porto,Paredes,firepit,2015-04-05,18:15:00,0,0.2,0,0.2,0.2,0,5,April,26.8,0,9.1,16.4,41.2333333333333,-8.36666666666667
Entre Douro e Minho,Braga,Terras de Bouro,firepit,2015-04-05,20:38:00,0.9,0,0,0.9,0.9,1,5,April,26.8,0,9.1,16.4,41.7,-8.31666666666667
Entre Douro e Minho,Porto,Paredes,firepit,2015-04-05,23:44:00,0,0.2,0,0.2,0.2,0,5,April,26.8,0,9.1,16.4,41.2333333333333,-8.35
Entre Douro e Minho,Porto,Penafiel,firepit,2015-04-06,06:20:00,0,0.05,0,0.05,0.05,0,6,April,24.1,0,9.1,15.9,41.2022222222222,-8.26805555555556
Beira Litoral,Viseu,Resende,firepit,2015-03-31,14:30:00,0,0.15,0,0.15,0.15,0,31,March,21.1,0,9.5,13.3,41.0519444444444,-7.92888888888889
Alentejo,Beja,Serpa,agriculture,2015-05-25,09:00:00,0,0,0.016,0,0.016,1,25,May,29.9,6.1,10.8,20.5,38.2611111111111,-7.61666666666667
Entre Douro e Minho,Braga,Vieira do Minho,agriculture,2015-05-25,13:12:00,0,0,0.01,0,0.01,0,25,May,26.8,0,12,19.5,41.6333333333333,-8.13333333333333
Algarve,Faro,Vila do Bispo,agriculture,2015-05-26,09:48:00,0,0,0.0455,0,0.0455,0,26,May,24,0,19.6,20.1,37.0861111111111,-9.03333333333333
Beira Litoral,Viseu,Penedono,fire,2015-03-31,07:10:00,4.54,7.16,0,11.7,11.7,0,31,March,26.6,0,3.2,14.9,41.0333333333333,-7.38333333333333
Tras-dos-Montes,Vila Real,Murça,firepit,2015-06-22,00:28:00,0,0.01,0,0.01,0.01,1,22,June,28.7,0.1,14.9,21.7,41.4,-7.45
Ribatejo e Oeste,Setubal,Palmela,firepit,2015-06-22,10:45:00,0,0.0302,0,0.0302,0.0302,0,22,June,23.8,0,17.4,20.1,38.6166666666667,-8.9
Alentejo,Portalegre,Nisa,agriculture,2015-06-22,18:12:00,0,0,1.0269,0,1.0269,0,22,June,30.3,0,16,23.2,39.5333333333333,-7.65
Tras-dos-Montes,Vila Real,Vila Real,firepit,2015-03-11,22:30:00,0,0.05,0,0.05,0.05,0,11,March,22.1,0,5.6,11.7,41.2666666666667,-7.7
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-03-11,17:20:00,0,0.1,0,0.1,0.1,0,11,March,15.7,0,7.8,10.2,41.9333333333333,-8.63333333333333
Tras-dos-Montes,Bragança,Vinhais,fire,2015-03-12,17:40:00,0,1.54,0,1.54,1.54,0,12,March,18.7,0,1.8,9.3,41.8166666666667,-7
Alentejo,Beja,Moura,agriculture,2015-04-18,19:10:00,0,0,0.03,0,0.03,0,18,April,18.9,0,5.2,13.2,38.1166666666667,-7.48333333333333
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-04-02,13:59:00,0,0.4,0,0.4,0.4,0,2,April,26.8,0,9.2,16.7,41.6666666666667,-8.61666666666667
Beira Litoral,Coimbra,Coimbra,agriculture,2015-06-23,21:48:00,0,0,0.002,0,0.002,0,23,June,22.9,0,12.9,17.5,40.2166666666667,-8.43333333333333
Entre Douro e Minho,Porto,Amarante,firepit,2015-07-16,08:38:00,0,0.005,0,0.005,0.005,0,16,July,24.6,0,16.1,19.3,41.25,-8.06666666666667
Entre Douro e Minho,Viana do Castelo,Caminha,firepit,2015-07-16,15:43:00,0,0.15,0,0.15,0.15,1,16,July,24.6,0,16.1,19.3,41.85,-8.8
Tras-dos-Montes,Vila Real,Vila Real,firepit,2015-06-27,13:10:00,0,0.03,0,0.03,0.03,1,27,June,36,0,12.5,24.1,41.2,-7.66666666666667
Entre Douro e Minho,Porto,Penafiel,firepit,2015-07-17,12:20:00,0,0.02,0,0.02,0.02,0,17,July,28.3,0,15.4,21.1,41.1833333333333,-8.25
Entre Douro e Minho,Porto,Paços de Ferreira,firepit,2015-06-06,13:25:00,0,0.01,0,0.01,0.01,0,6,June,31,0,12.7,21.4,41.2833333333333,-8.33333333333333
Entre Douro e Minho,Porto,Paredes,firepit,2015-06-08,13:25:00,0.01,0,0,0.01,0.01,0,8,June,31.8,0,18.6,25.3,41.1666666666667,-8.36666666666667
Beira Litoral,Coimbra,Tábua,firepit,2015-06-08,14:10:00,0,0.05,0,0.05,0.05,0,8,June,31.8,0,18.6,25.3,40.3333333333333,-8.05
Beira Litoral,Aveiro,Sever do Vouga,firepit,2015-06-08,15:06:00,0.11,0,0,0.11,0.11,0,8,June,31.8,0,18.6,25.3,40.75,-8.33333333333333
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-06-07,00:14:00,0.03,0.05,0,0.08,0.08,1,7,June,31.3,0,16.6,24.6,41.9666666666667,-8.21666666666667
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2015-06-07,01:14:00,1,0,0,1,1,1,7,June,31.3,0,16.6,24.6,41.8,-8.26666666666667
Entre Douro e Minho,Porto,Paços de Ferreira,firepit,2015-06-07,04:58:00,0,0.005,0,0.005,0.005,0,7,June,31.3,0,16.6,24.6,41.2833333333333,-8.33333333333333
Ribatejo e Oeste,Santarém,Chamusca,agriculture,2015-06-07,09:00:00,0,0,0.0456,0,0.0456,1,7,June,31.4,0,20.6,24.9,39.3333333333333,-8.48333333333333
Entre Douro e Minho,Porto,Amarante,fire,2015-07-09,10:22:00,1.5,0,0,1.5,1.5,0,9,July,34.4,0,15.5,23.2,41.2666666666667,-8.15
Tras-dos-Montes,Vila Real,Mesão Frio,agriculture,2015-07-09,15:45:00,0,0,0.04,0,0.04,0,9,July,39.1,0,14.4,24.7,41.1666666666667,-7.83333333333333
Beira Interior,Guarda,Gouveia,firepit,2015-04-02,19:57:00,0.01,0,0,0.01,0.01,0,2,April,25,0,9.4,18.2,40.5,-7.68333333333333
Beira Litoral,Viseu,Moimenta da Beira,firepit,2015-04-02,20:41:00,0.2,0.2,0,0.4,0.4,0,2,April,27.8,0,5.9,19.9,40.9666666666667,-7.6
Algarve,Faro,Silves,firepit,2015-04-20,20:50:00,0,0.0074,0,0.0074,0.0074,0,20,April,21.6,0,10.9,17.1,37.35,-8.36666666666667
Tras-dos-Montes,Vila Real,Montalegre,fire,2015-04-21,14:16:00,2,4,0,6,6,1,21,April,28.4,1.4,7.1,18.6,41.6841666666667,-7.96861111111111
Beira Interior,Guarda,Sabugal,firepit,2015-03-15,21:43:00,0.28,0,0,0.28,0.28,1,15,March,17.7,0,4.3,10.1,40.3166666666667,-7.08333333333333
Beira Interior,Guarda,Gouveia,firepit,2015-03-16,15:06:00,0.55,0,0,0.55,0.55,0,16,March,17,0,1.8,9.9,40.4666666666667,-7.61666666666667
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-03-16,12:23:00,0,50.092,0,50.092,50.092,0,16,March,16.4,0,2.4,8.1,42.0166666666667,-8.55
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,firepit,2015-03-16,14:03:00,0.5,0.1,0,0.6,0.6,0,16,March,12.7,0,-1.7,6.4,41.55,-7.55
Ribatejo e Oeste,Santarém,Chamusca,agriculture,2015-07-09,19:03:00,0,0,0.083,0,0.083,0,9,July,37,0,15.5,21.6,39.5233333333333,-8.58222222222222
Beira Litoral,Coimbra,Soure,agric_burn,2015-07-10,02:48:00,0,0.05,0,0.05,0.05,0,10,July,24.8,0,14.4,19.2,40.15,-8.61666666666667
Beira Litoral,Viseu,Cinfães,firepit,2015-04-05,23:00:00,0,0.001,0,0.001,0.001,0,5,April,26.5,0,11.1,17.3,41,-8.01666666666667
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-03-31,14:30:00,0,1.5,0,1.5,1.5,0,31,March,23.2,0,3.8,14.8,41.6794444444444,-8.05
Tras-dos-Montes,Vila Real,Peso da Régua,fire,2015-03-31,15:15:00,0,2,0,2,2,0,31,March,26.6,0,3.2,14.9,41.2,-7.85
Ribatejo e Oeste,Santarém,Cartaxo,agriculture,2015-06-21,14:52:00,0,0,0.15,0,0.15,0,21,June,24.3,0,18.5,21.4,39.1666666666667,-8.86666666666667
Beira Interior,Castelo Branco,Vila Velha de Rodão,firepit,2015-05-27,11:54:00,0,0.243,0,0.243,0.243,0,27,May,31.5,0,15.4,23.8,39.5666666666667,-7.78333333333333
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,fire,2015-05-27,13:52:00,1,2,0,3,3,1,27,May,30.1,0,12.5,20.6,41.8,-8.53333333333333
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-05-27,14:42:00,0.5,0.4,0,0.9,0.9,0,27,May,30.1,0,12.5,20.6,41.65,-8.66666666666667
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-03-20,19:51:00,1,0,0,1,1,1,20,March,19.4,0,8.4,12.2,41.9166666666667,-8.45
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-03-20,22:21:00,0.5,5.5,0,6,6,0,20,March,19.4,0,8.4,12.2,41.6166666666667,-8.15
Entre Douro e Minho,Braga,Barcelos,firepit,2015-03-21,22:21:00,0,0.3,0,0.3,0.3,0,21,March,19.4,0,6.4,11.9,41.5166666666667,-8.68333333333333
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-03-21,22:25:00,2.5,2.5,0,5,5,0,21,March,19.4,0,6.4,11.9,41.5666666666667,-8.13333333333333
Entre Douro e Minho,Braga,Barcelos,firepit,2015-03-22,11:28:00,0,0.2,0,0.2,0.2,0,22,March,17.6,0,6.1,12.6,41.5166666666667,-8.68333333333333
Beira Litoral,Coimbra,Tábua,firepit,2015-05-21,11:04:00,0,0.01,0,0.01,0.01,0,21,May,24.5,0,9.7,16.9,40.2833333333333,-8.08333333333333
Beira Interior,Castelo Branco,Covilhá,firepit,2015-05-21,13:54:00,0,0.003,0,0.003,0.003,0,21,May,25.3,0,10.8,17.5,40.2666666666667,-7.5
Beira Litoral,Leiria,Porto de Mós,firepit,2015-05-21,14:01:00,0.01,0.01,0,0.02,0.02,0,21,May,24.5,0,9.7,16.9,39.5666666666667,-8.75
Alentejo,Portalegre,Nisa,agriculture,2015-05-22,11:47:00,0,0,0.0136,0,0.0136,0,22,May,25,0,10.3,17.7,39.45,-7.61666666666667
Tras-dos-Montes,Vila Real,Montalegre,firepit,2015-01-11,21:50:00,0,0.01,0,0.01,0.01,0,11,January,15,0.1,1,9.6,41.8666666666667,-7.75
Beira Litoral,Coimbra,Penacova,firepit,2015-03-31,21:25:00,0,0.04,0,0.04,0.04,0,31,March,21.1,0,9.5,13.3,40.2666666666667,-8.26666666666667
Beira Interior,Castelo Branco,Penamacor,firepit,2015-04-01,17:20:00,0,0.33,0,0.33,0.33,0,1,April,26.6,0,13.8,19.3,40.25,-7.23333333333333
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2015-04-06,12:47:00,0,0.03,0,0.03,0.03,0,6,April,22.5,0,9.1,14.9,41.4166666666667,-8.45
Entre Douro e Minho,Braga,Vila Verde,fire,2015-05-29,07:16:00,1.5,24,0,25.5,25.5,1,29,May,25.8,0,10.3,18.3,41.7083333333333,-8.44861111111111
Entre Douro e Minho,Viana do Castelo,Caminha,firepit,2015-05-30,03:45:00,0,0.02,0,0.02,0.02,1,30,May,23.6,0,10.2,15.8,41.8666666666667,-8.83333333333333
Beira Litoral,Leiria,Caldas da Rainha,fire,2015-05-30,05:04:00,0.02,0.98,0,1,1,1,30,May,25.6,0,15.6,19.9,39.3,-9.01666666666667
Beira Litoral,Leiria,Caldas da Rainha,firepit,2015-05-30,05:49:00,0,0.06,0,0.06,0.06,1,30,May,25.6,0,15.6,19.9,39.3,-8.98333333333333
Beira Litoral,Viseu,Oliveira de Frades,firepit,2015-05-30,14:06:00,0.25,0,0,0.25,0.25,0,30,May,24.3,0,11.2,16.2,40.7666666666667,-8.23333333333333
Tras-dos-Montes,Vila Real,Boticas,firepit,2015-02-08,19:30:00,0,0.01,0,0.01,0.01,0,8,February,13.6,0,-3.6,2.9,41.7,-7.63333333333333
Entre Douro e Minho,Porto,Amarante,fire,2015-02-09,14:55:00,1,0.3,0,1.3,1.3,0,9,February,14.7,0,1,7.5,41.2333333333333,-8.05
Alentejo,Portalegre,Alter do Chão,agriculture,2015-02-09,20:59:00,0,0,1e-04,0,1e-04,0,9,February,12.2,0,-0.7,5.7,39.1833333333333,-7.63333333333333
Beira Litoral,Viseu,Nelas,firepit,2015-02-10,14:04:00,0,0.002,0,0.002,0.002,0,10,February,15.6,0,6.9,10.3,40.5,-7.93333333333333
Entre Douro e Minho,Braga,Cabeceiras de Basto,fire,2015-02-10,16:06:00,1.8,0,0,1.8,1.8,0,10,February,16.9,0,-2.6,7.1,41.5,-7.93333333333333
Beira Litoral,Viseu,Cinfães,fire,2015-02-10,19:39:00,0.3,1,0,1.3,1.3,0,10,February,15.6,0,6.9,10.3,41.05,-8.11666666666667
Beira Litoral,Aveiro,Castelo de Paiva,firepit,2015-04-13,11:34:00,0.0135,0,0,0.0135,0.0135,0,13,April,26.5,0,16,20,41.05,-8.25
Beira Litoral,Viseu,São João da Pesqueira,firepit,2015-04-13,12:00:00,0,0.02,0,0.02,0.02,1,13,April,23.2,0.7,7.2,16.4,41.1666666666667,-7.46666666666667
Entre Douro e Minho,Braga,Esposende,firepit,2015-04-13,13:06:00,0.35,0.35,0,0.7,0.7,0,13,April,28.9,0,16,21.8,41.5333333333333,-8.73333333333333
Entre Douro e Minho,Viana do Castelo,Caminha,agriculture,2015-04-13,17:23:00,0,0,0.02,0,0.02,0,13,April,28.9,0,16,21.8,41.8833333333333,-8.81666666666667
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,fire,2015-04-14,00:34:00,1,0,0,1,1,0,14,April,25.8,0,16.1,20.7,41.8,-8.33333333333333
Entre Douro e Minho,Porto,Paredes,firepit,2015-04-14,17:04:00,0,0.3,0,0.3,0.3,0,14,April,25.8,0,16.1,20.7,41.2333333333333,-8.35
Beira Litoral,Viseu,Moimenta da Beira,fire,2015-03-07,15:42:00,0,3.1,0,3.1,3.1,1,7,March,24,0,-0.4,14.8,41,-7.68333333333333
Alentejo,Beja,Odemira,firepit,2015-04-18,17:24:00,0,0.082,0,0.082,0.082,0,18,April,22.6,0,11.9,13.2,37.7,-8.65
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-06-09,09:07:00,0.06,0,0,0.06,0.06,1,9,June,31.3,0,16.6,22.9,41.7833333333333,-8.4
Beira Litoral,Leiria,Pombal,firepit,2015-03-16,02:39:00,0.24,0.1,0,0.34,0.34,1,16,March,18,0,8.1,9.6,39.8166666666667,-8.6
Beira Litoral,Aveiro,Sever do Vouga,firepit,2015-03-16,12:10:00,0.78,0,0,0.78,0.78,0,16,March,18,0,2.4,9.6,40.75,-8.35
Beira Litoral,Viseu,Tondela,firepit,2015-03-16,13:25:00,0.2,0,0,0.2,0.2,0,16,March,18,0,2.4,9.6,40.5822222222222,-8.12527777777778
Beira Litoral,Viseu,Vila Nova de Paiva,fire,2015-03-16,17:01:00,0.05,2,0,2.05,2.05,1,16,March,18,0,-1.7,9.6,40.8666666666667,-7.81666666666667
Entre Douro e Minho,Porto,Paredes,firepit,2015-03-17,08:58:00,0,0.05,0,0.05,0.05,0,17,March,16.5,0,6.6,10.1,41.2333333333333,-8.33333333333333
Tras-dos-Montes,Vila Real,Mondim de Basto,fire,2015-03-17,10:20:00,1,0,0,1,1,0,17,March,17.1,0,4.2,11.1,41.3666666666667,-7.91666666666667
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-03-17,13:59:00,0.47,0,0,0.47,0.47,0,17,March,16.5,0,6.6,10.1,41.7833333333333,-8.48333333333333
Ribatejo e Oeste,Santarém,Ourém,firepit,2015-04-23,17:13:00,0,0.86,0,0.86,0.86,0,23,April,22.4,0,8.4,14.3,39.6591666666667,-8.55666666666667
Algarve,Faro,Castro Marim,firepit,2015-04-28,14:01:00,0,0.7974,7e-04,0.7974,0.7981,0,28,April,23.9,0,11.9,18.2,37.25,-7.48333333333333
Algarve,Faro,Faro,firepit,2015-05-02,18:00:00,0,0.0052,0,0.0052,0.0052,0,2,May,24.1,0,16,20.1,37.1,-7.86666666666667
Alentejo,Beja,Moura,agriculture,2015-05-08,02:36:00,0,0,0.72,0,0.72,0,8,May,25.4,0,12.9,19.3,38.15,-7.45
Ribatejo e Oeste,Setubal,Grandola,firepit,2015-05-08,15:43:00,0,0.5,0,0.5,0.5,0,8,May,25.4,0,12.9,19.3,38.2,-8.53333333333333
Alentejo,Évora,Vila Viçosa,agric_burn,2015-05-10,10:06:00,0,0,0.05,0,0.05,0,10,May,33.2,0,14.1,23.6,38.75,-7.4
Tras-dos-Montes,Bragança,Bragança,fire,2015-05-10,21:00:00,0,4.63,0,4.63,4.63,0,10,May,27.4,0,9.5,19.3,41.8833333333333,-6.83333333333333
Beira Litoral,Viseu,Moimenta da Beira,firepit,2015-02-27,02:11:00,0,0.035,0,0.035,0.035,0,27,February,15,0.6,4.5,9.7,41.0333333333333,-7.61666666666667
Tras-dos-Montes,Vila Real,Santa Marta de Penaguião,firepit,2015-03-04,18:20:00,0,0.01,0,0.01,0.01,0,4,March,15.1,0,7.3,9.1,41.2,-7.76666666666667
Beira Interior,Guarda,Sabugal,firepit,2015-07-10,23:30:00,0,0.001,0,0.001,0.001,0,10,July,33.1,0,14.4,23.7,40.3544444444444,-7.18222222222222
Ribatejo e Oeste,Setubal,Seixal,firepit,2015-05-31,14:47:00,0,0.005,0,0.005,0.005,0,31,May,23.9,0,15,19.2,38.6166666666667,-9.08333333333333
Tras-dos-Montes,Vila Real,Chaves,firepit,2015-03-05,19:25:00,0,0.01,0,0.01,0.01,0,5,March,12.6,0,-0.3,5.7,41.8222222222222,-7.34472222222222
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,agriculture,2015-04-07,00:36:00,0,0,0.01,0,0.01,0,7,April,24.4,0,10.4,16.1,41.645,-8.27972222222222
Tras-dos-Montes,Vila Real,Chaves,fire,2015-04-07,11:20:00,0,1,0,1,1,0,7,April,28.2,0,5.5,18.7,41.7833333333333,-7.55
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-04-07,15:18:00,0.01,0,0,0.01,0.01,0,7,April,24.4,0,10.4,16.1,41.7166666666667,-8.63333333333333
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-04-07,16:44:00,0.03,0.02,0,0.05,0.05,1,7,April,24.4,0,10.4,16.1,41.8666666666667,-8.43333333333333
Entre Douro e Minho,Porto,Paredes,firepit,2015-04-07,16:57:00,0,0.05,0,0.05,0.05,0,7,April,23.7,0,12.5,17.6,41.15,-8.4
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-06-01,18:43:00,0,0.001,0,0.001,0.001,0,1,June,20.7,0,11.6,15.8,41.75,-8.71666666666667
Alentejo,Beja,Vidigueira,firepit,2015-05-31,22:30:00,0,0.7155,0,0.7155,0.7155,1,31,May,29.9,0,11.7,20.3,38.3666666666667,-7.84166666666667
Beira Litoral,Coimbra,Tábua,firepit,2015-06-01,23:20:00,0.001,0,0,0.001,0.001,0,1,June,23,0,14.3,16.6,40.2666666666667,-8.1
Tras-dos-Montes,Vila Real,Murça,firepit,2015-04-21,14:04:00,0.3,0.1,0,0.4,0.4,1,21,April,23.5,1.4,10,16.5,41.4188888888889,-7.41333333333333
Entre Douro e Minho,Viana do Castelo,Monção,firepit,2015-06-07,12:23:00,0.05,0.05,0,0.1,0.1,0,7,June,31.3,0,16.6,24.6,42.0666666666667,-8.5
Entre Douro e Minho,Braga,Vieira do Minho,firepit,2015-06-07,18:25:00,0,0.15,0,0.15,0.15,0,7,June,36.5,0,13.4,23.8,41.6,-8.06666666666667
Beira Litoral,Leiria,Alcobaça,firepit,2015-06-07,20:50:00,0,0.02,0,0.02,0.02,0,7,June,31.4,0,20.6,24.9,39.5,-9.08333333333333
Beira Litoral,Coimbra,Góis,firepit,2015-06-07,22:55:00,0.01,0.005,0,0.015,0.015,0,7,June,34,0,14.4,23.8,40.0166666666667,-8.05
Entre Douro e Minho,Porto,Paredes,firepit,2015-06-08,01:43:00,0,0.02,0,0.02,0.02,0,8,June,31.8,0,18.6,25.3,41.2,-8.33333333333333
Entre Douro e Minho,Viana do Castelo,Paredes de Coura,firepit,2015-07-03,04:03:00,0,0.005,0,0.005,0.005,0,3,July,26.1,2.4,13.4,18.6,41.9166666666667,-8.51666666666667
Algarve,Faro,Portimão,agriculture,2015-07-03,17:34:00,0,0,0.0022,0,0.0022,0,3,July,32.9,0,18.8,23.6,37.3361111111111,-8.6
Ribatejo e Oeste,Santarém,Alcanena,firepit,2015-07-03,23:06:00,0,0.0096,0,0.0096,0.0096,1,3,July,27.2,0,12.4,19,39.4733333333333,-8.92333333333333
Beira Litoral,Aveiro,Vale de Cambra,firepit,2015-06-08,15:48:00,0,0.296,0,0.296,0.296,0,8,June,31.8,0,18.6,25.3,40.85,-8.33333333333333
Ribatejo e Oeste,Santarém,Ourém,firepit,2015-02-18,14:02:00,0,0.0588,0,0.0588,0.0588,0,18,February,14.2,0,5.7,9.4,39.6666666666667,-8.55
Beira Interior,Castelo Branco,Idanha-a-Nova,firepit,2015-02-18,21:51:00,0,0.01,0,0.01,0.01,1,18,February,14.1,0,2.8,7.6,39.9,-6.95
Beira Interior,Castelo Branco,Castelo Branco,firepit,2015-02-22,14:20:00,0,0.0165,0,0.0165,0.0165,1,22,February,17.3,0,4,9.9,39.7955555555556,-7.52805555555556
Beira Litoral,Viseu,Mortágua,firepit,2015-05-27,13:29:00,0.015,0,0,0.015,0.015,1,27,May,31.4,0,16.2,22.8,40.4,-8.21666666666667
Ribatejo e Oeste,Santarém,Cartaxo,firepit,2015-05-27,16:33:00,0,1e-04,0,1e-04,1e-04,0,27,May,31.9,0,21.1,26.1,39.1333333333333,-9.05555555555556
Ribatejo e Oeste,Setubal,Alcochete,firepit,2015-05-27,17:36:00,0,0.001,0,0.001,0.001,0,27,May,31.9,0,21.1,26.1,38.7,-8.85
Ribatejo e Oeste,Santarém,Santarém,fire,2015-05-27,18:13:00,1.1015,0,0,1.1015,1.1015,1,27,May,31.4,0,16.2,22.8,39.3977777777778,-8.63
Ribatejo e Oeste,Santarém,Tomar,agriculture,2015-06-20,00:02:00,0,0,0.0085,0,0.0085,1,20,June,36.8,0,20.4,28.3,39.7166666666667,-8.43222222222222
Tras-dos-Montes,Bragança,Torre de Moncorvo,fire,2015-06-20,21:54:00,0,28.6,0,28.6,28.6,0,20,June,32,0,14.1,22.7,41.1333333333333,-6.81666666666667
Tras-dos-Montes,Bragança,Mirandela,firepit,2015-06-21,02:17:00,0.1,0,0,0.1,0.1,1,21,June,37.2,0,13.3,24.6,41.7166666666667,-7.16666666666667
Entre Douro e Minho,Braga,Fafe,fire,2015-06-21,04:28:00,0.05,1,0,1.05,1.05,1,21,June,33.6,0,19.3,26.1,41.4166666666667,-8.13333333333333
Beira Litoral,Leiria,Porto de Mós,fire,2015-06-18,17:07:00,0.35,0.65,0,1,1,1,18,June,33.3,0,18,25.1,39.6,-8.86666666666667
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-06-21,11:35:00,1,2.2,0,3.2,3.2,1,21,June,37.2,0,15.3,26.8,41.4,-8.03333333333333
