region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,max_temperature,precipitation,min_temperature,avg_temperature
Entre Douro e Minho,Porto,Maia,firepit,2015-07-04,17:00:00,0.05,0,0,0.05,0.05,0,22.8,0.1,15.1,18.4
Entre Douro e Minho,Porto,Amarante,firepit,2015-07-05,00:30:00,0,0.005,0,0.005,0.005,1,24.7,0,13.1,17.9
Entre Douro e Minho,Porto,Maia,firepit,2015-07-05,10:00:00,0,0.02,0,0.02,0.02,0,24.7,0,13.1,17.9
Tras-dos-Montes,Bragança,Carrazeda de Ansiães,fire,2015-07-26,12:27:00,0,520.14,0,520.14,520.14,0,30.8,0,12.7,22.9
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-07-26,16:11:00,1,1,0,2,2,0,30.8,0,14.5,22.6
Tras-dos-Montes,Vila Real,Vila Real,firepit,2015-07-26,18:09:00,0.01,0.01,0,0.02,0.02,0,30.8,0,12.7,22.9
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-05-30,16:32:00,0.08,0,0,0.08,0.08,1,23.6,0,10.2,15.8
Entre Douro e Minho,Porto,Penafiel,firepit,2015-05-31,05:54:00,0,0.01,0,0.01,0.01,0,23.9,0,13.8,17.8
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-06-01,06:25:00,3,0,0,3,3,1,20.7,0,11.6,15.8
Beira Litoral,Coimbra,Coimbra,firepit,2015-07-03,12:55:00,0,0.005,0,0.005,0.005,1,27.2,0,12.4,19
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,fire,2015-03-18,20:50:00,0,5,0,5,5,0,12.1,0.1,2.8,8.8
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-03-19,14:14:00,0.2,0,0,0.2,0.2,1,19.3,0,8.3,13.2
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-03-19,19:25:00,1,10.675,0,11.675,11.675,0,19.3,0,8.3,13.2
Entre Douro e Minho,Porto,Amarante,firepit,2015-05-15,16:35:00,0,0.15,0,0.15,0.15,0,20,0,8.8,14.1
Entre Douro e Minho,Porto,Penafiel,firepit,2015-05-17,05:02:00,0,0.01,0,0.01,0.01,0,31,0,16.7,22.3
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-06-24,03:13:00,0,0.02,0,0.02,0.02,1,24,0,13.9,17.7
Beira Litoral,Viseu,Resende,firepit,2015-06-24,12:39:00,0.37,0,0,0.37,0.37,1,24.8,0,11.8,17.7
Beira Litoral,Aveiro,Aveiro,agriculture,2015-06-24,13:54:00,0,0,8e-04,0,8e-04,0,24.8,0,11.8,17.7
Beira Litoral,Leiria,Ansião,firepit,2015-06-24,14:26:00,0.14,0.14,0,0.28,0.28,1,24.8,0,11.8,17.7
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-04-03,23:57:00,0,0.5,0,0.5,0.5,0,26.7,0,9.7,18.1
Beira Litoral,Coimbra,Figueira da Foz,firepit,2015-04-04,11:32:00,0.01,0.018,0,0.028,0.028,0,26.9,0,13.4,19.1
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-04-04,11:35:00,0,25.7,0,25.7,25.7,0,25,0,5.8,14.9
Entre Douro e Minho,Porto,Felgueiras,fire,2015-04-04,16:27:00,0.5,3.3,0,3.8,3.8,0,25,0,5.8,14.9
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2015-04-04,16:46:00,0,0.03,0,0.03,0.03,0,25,0,5.8,14.9
Beira Litoral,Leiria,Leiria,agriculture,2015-04-04,17:34:00,0,0,0.03,0,0.03,0,26.9,0,13.4,19.1
Beira Litoral,Coimbra,Pampilhosa da Serra,false_alarm,2015-04-04,19:02:00,0,0,0,0,0,0,25.3,0,12.7,18.8
Tras-dos-Montes,Vila Real,Boticas,firepit,2015-04-04,22:45:00,0,0.7,0,0.7,0.7,1,24.7,0,3.5,11.3
Entre Douro e Minho,Porto,Lousada,firepit,2015-06-30,22:10:00,0,0.02,0,0.02,0.02,0,23.5,0.1,15,18.2
Beira Litoral,Aveiro,Ovar,firepit,2015-04-03,16:54:00,0.0428,0,0,0.0428,0.0428,1,26.4,0,13.5,20.1
Alentejo,Portalegre,Ponte de Sor,agriculture,2015-05-28,22:39:00,0,0,0.0188,0,0.0188,1,33.8,0,18.3,26
Entre Douro e Minho,Porto,Penafiel,firepit,2015-05-29,12:47:00,0,0.3,0,0.3,0.3,0,25.2,0,12.8,17.4
Entre Douro e Minho,Braga,Guimarães,fire,2015-05-29,14:28:00,0,1,0,1,1,0,25.8,0,10.3,18.3
Entre Douro e Minho,Braga,Cabeceiras de Basto,firepit,2015-06-29,10:56:00,0.005,0,0,0.005,0.005,0,40.2,0,14.2,27.6
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-06-29,13:26:00,0,0.2,0,0.2,0.2,0,33.5,0,17.7,23.9
Entre Douro e Minho,Braga,Braga,firepit,2015-06-29,14:19:00,0.23,0,0,0.23,0.23,0,33.5,0,17.7,23.9
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2015-06-29,16:40:00,0,0.05,0,0.05,0.05,0,33.5,0,17.7,23.9
Beira Interior,Guarda,Guarda,fire,2015-01-11,01:45:00,0,1.7,0,1.7,1.7,1,17.5,0,3.4,10.4
Entre Douro e Minho,Braga,Braga,firepit,2015-01-11,05:02:00,0,0.21,0,0.21,0.21,0,16.9,0,5.8,9.6
Beira Litoral,Aveiro,Vale de Cambra,firepit,2015-04-01,04:55:00,0,0.4098,0,0.4098,0.4098,0,26.9,0,13.8,18
Tras-dos-Montes,Bragança,Torre de Moncorvo,agriculture,2015-04-01,16:42:00,0,0,1.94,0,1.94,0,21.4,0,3.3,12.8
Beira Interior,Guarda,Sabugal,fire,2015-04-01,19:00:00,2,3.66,0,5.66,5.66,0,26.6,0,13.8,19.3
Ribatejo e Oeste,Santarém,Rio Maior,firepit,2015-05-30,03:58:00,0,0.006,0,0.006,0.006,0,24.3,0,11.2,16.2
Ribatejo e Oeste,Setubal,Seixal,firepit,2015-05-31,07:59:00,0,0.05,0,0.05,0.05,0,23.9,0,15,19.2
Tras-dos-Montes,Bragança,Mirandela,fire,2015-05-31,15:02:00,2.5,3,0,5.5,5.5,0,26.3,0,8.3,18.1
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-05-30,00:24:00,0.05,0,0,0.05,0.05,0,23.6,0,10.2,15.8
Ribatejo e Oeste,Setubal,Montijo,firepit,2015-05-16,00:30:00,0.0153,0,0,0.0153,0.0153,0,29.3,0,15.9,22.6
Tras-dos-Montes,Vila Real,Peso da Régua,firepit,2015-05-16,00:43:00,0,0.2,0,0.2,0.2,1,27.1,0,6.6,17
Beira Litoral,Viseu,Tondela,firepit,2015-05-17,00:20:00,0.29,0,0,0.29,0.29,1,31,0,16.7,22.3
Beira Litoral,Aveiro,Ovar,firepit,2015-06-24,01:16:00,0,0.1011,0,0.1011,0.1011,1,24.8,0,11.8,17.7
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-06-07,05:28:00,0.1,0,0,0.1,0.1,0,31.3,0,16.6,24.6
Entre Douro e Minho,Porto,Amarante,firepit,2015-07-09,05:48:00,0,0.05,0,0.05,0.05,0,34.4,0,15.5,23.2
Beira Litoral,Leiria,Pombal,firepit,2015-07-09,19:20:00,0,4e-04,0,4e-04,4e-04,1,37,0,15.5,21.6
Algarve,Faro,Faro,agriculture,2015-07-09,20:25:00,0,0,0.001,0,0.001,0,31.2,0,21,23.8
Ribatejo e Oeste,Lisboa,Odivelas,agric_burn,2015-07-09,20:32:00,0,5e-04,0,5e-04,5e-04,0,26.9,0,17.2,21.4
Ribatejo e Oeste,Setubal,Montijo,firepit,2015-07-10,02:48:00,0,0.0528,0,0.0528,0.0528,1,25.1,0,17.8,20.8
Beira Litoral,Coimbra,Pampilhosa da Serra,fire,2015-05-23,17:15:00,1.8,7.35,0,9.15,9.15,0,26.3,0,12.5,18.3
Ribatejo e Oeste,Santarém,Rio Maior,firepit,2015-05-24,01:52:00,0,0.0892,0,0.0892,0.0892,0,27.5,0,18.2,21.8
Entre Douro e Minho,Porto,Penafiel,firepit,2015-05-24,10:34:00,0,0.2,0,0.2,0.2,0,27.3,0,12.8,19.4
Algarve,Faro,Loulé,agriculture,2015-05-24,11:16:00,0,0,0.04,0,0.04,1,23.1,0,17,20.1
Beira Interior,Castelo Branco,Penamacor,fire,2015-05-24,13:56:00,0,3.983,0,3.983,3.983,0,26.9,0,13,20
Tras-dos-Montes,Vila Real,Ribeira de Pena,fire,2015-06-27,12:03:00,1,0,0,1,1,0,36,0,14.3,25.1
Beira Interior,Castelo Branco,Castelo Branco,firepit,2015-06-30,22:29:00,0,8e-04,0,8e-04,8e-04,1,34.5,0,20.7,27.6
Entre Douro e Minho,Porto,Amarante,firepit,2015-06-30,23:15:00,0,0.1,0,0.1,0.1,0,36.8,0,16,24.6
Beira Interior,Guarda,Mêda,fire,2015-06-30,14:34:00,55.5,35,7.5,90.5,98,1,34.5,0,16.3,25.9
Entre Douro e Minho,Porto,Lousada,firepit,2015-07-23,14:54:00,0.1,0,0,0.1,0.1,0,25.4,4.9,15.6,20.2
Ribatejo e Oeste,Santarém,Alcanena,agriculture,2015-07-23,18:00:00,0,0,0.201,0,0.201,0,28,0,14.5,19.8
Beira Interior,Guarda,Guarda,fire,2015-07-05,16:51:00,0.5,3,1,3.5,4.5,0,34,0,18.5,26.2
Entre Douro e Minho,Porto,Vila do Conde,firepit,2015-07-05,14:58:00,0.05,0,0,0.05,0.05,0,24.7,0,13.1,17.9
Ribatejo e Oeste,Santarém,Cartaxo,agriculture,2015-07-05,16:35:00,0,0,0.00151,0,0.00151,0,26.9,0,17.8,21.8
Alentejo,Portalegre,Ponte de Sor,firepit,2015-07-27,01:13:00,0,0.0073,0,0.0073,0.0073,0,36.7,0,18.9,26.4
Alentejo,Portalegre,Elvas,agriculture,2015-07-04,01:27:00,0,0,0.0111,0,0.0111,0,36.4,0,15.5,27.7
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-07-04,01:57:00,0,1.1,0,1.1,1.1,1,30.9,0,17.6,23.3
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-07-31,22:45:00,0.01,0.01,0,0.02,0.02,0,26.3,0,15.6,20.1
Beira Litoral,Viseu,Castro Daire,fire,2015-08-01,13:14:00,0,2,0,2,2,1,29.9,0,15.7,21.4
Beira Litoral,Viseu,Lamego,firepit,2015-08-02,18:18:00,0,0.4,0,0.4,0.4,0,28.6,0,14.7,19.6
Beira Litoral,Viseu,Vila Nova de Paiva,firepit,2015-08-03,02:59:00,0,0.5,0,0.5,0.5,0,28.9,0,13.6,19.9
Beira Litoral,Viseu,Sernancelhe,firepit,2015-07-30,21:15:00,0,5e-04,0,5e-04,5e-04,0,26.7,0,18.3,21.6
Beira Litoral,Viseu,Castro Daire,firepit,2015-07-31,18:25:00,0,0.05,0,0.05,0.05,1,24.9,2,17.6,19.8
Beira Litoral,Aveiro,Aveiro,firepit,2015-07-31,21:06:00,0.0167,0,0,0.0167,0.0167,1,24.9,2,17.6,19.8
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-06-01,18:11:00,0.5,0,0,0.5,0.5,0,20.7,0,11.6,15.8
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,fire,2015-06-01,20:51:00,1,1,0,2,2,1,20.7,0,11.6,15.8
Entre Douro e Minho,Porto,Paredes,firepit,2015-06-01,23:57:00,0,0.025,0,0.025,0.025,0,23,0,11.6,16.6
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-06-02,17:35:00,0,0.05,0,0.05,0.05,0,23,0,9.3,15.1
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,fire,2015-03-20,12:46:00,0,11.3,0,11.3,11.3,0,19.4,0,8.4,12.2
Beira Litoral,Viseu,Tabuaço,firepit,2015-03-20,13:49:00,0,0.5,0,0.5,0.5,0,16.9,0,8.5,11.7
Tras-dos-Montes,Vila Real,Alijó,agriculture,2015-05-15,21:15:00,0,0,6e-04,0,6e-04,0,22.9,0,8.8,14.2
Entre Douro e Minho,Porto,Baião,firepit,2015-05-17,00:10:00,0.5,0,0,0.5,0.5,0,31,0,16.7,22.3
Ribatejo e Oeste,Setubal,Alcaçer do Sal,fire,2015-05-17,11:15:00,1,0,0,1,1,0,32.8,0,13.4,25.9
Alentejo,Beja,Ourique,agriculture,2015-05-17,15:11:00,0,0,0.0839,0,0.0839,0,30.1,0,13.4,25.9
Alentejo,Beja,Moura,agriculture,2015-05-17,23:00:00,0,0,0.01,0,0.01,1,32.8,0,13.4,25.9
Beira Litoral,Coimbra,Pampilhosa da Serra,firepit,2015-02-18,14:30:00,0.5,0,0,0.5,0.5,0,14.1,0,5.7,7.6
Ribatejo e Oeste,Setubal,Montijo,firepit,2015-02-20,16:00:00,0,0.225,0,0.225,0.225,0,15.4,0,9,11.8
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2015-08-01,23:36:00,0,0,0.002,0,0.002,0,29.6,0,18.2,23.2
Beira Litoral,Leiria,Pombal,firepit,2015-08-02,02:36:00,0.1,0.03,0,0.13,0.13,1,28.6,0,14.7,19.6
Entre Douro e Minho,Porto,Amarante,firepit,2015-08-02,02:45:00,0.12,0,0,0.12,0.12,1,23.2,0,14.4,18.2
Beira Interior,Guarda,Gouveia,firepit,2015-08-02,16:48:00,0,0.05,0,0.05,0.05,0,28.6,0,14.7,19.6
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-03-22,20:10:00,0,0.5,0,0.5,0.5,1,17.6,0,6.1,12.6
Beira Interior,Castelo Branco,Penamacor,firepit,2015-02-25,11:33:00,0.05,0,0,0.05,0.05,0,15.4,0,3.1,9
Beira Litoral,Viseu,Moimenta da Beira,fire,2015-04-05,05:05:00,1,0,0,1,1,0,21.7,0,11.1,12.6
Tras-dos-Montes,Vila Real,Chaves,firepit,2015-04-05,11:57:00,0.5,0,0,0.5,0.5,0,21.7,0,3.6,12.6
Entre Douro e Minho,Porto,Paredes,firepit,2015-04-05,18:30:00,0,0.05,0,0.05,0.05,0,26.8,0,9.1,16.4
Beira Litoral,Viseu,Tondela,firepit,2015-04-05,20:20:00,0,0.001,0,0.001,0.001,0,26.5,0,11.1,17.3
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-03-24,11:07:00,0,0.03,0,0.03,0.03,0,14.2,0,5.2,9.3
Beira Litoral,Viseu,Tondela,firepit,2015-03-24,06:35:00,0.1,0,0,0.1,0.1,0,18.1,0,7.8,11.5
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,fire,2015-03-24,12:28:00,0,3.657,0,3.657,3.657,0,14.2,0,5.2,9.3
Algarve,Faro,Olhão,agriculture,2015-05-18,10:33:00,0,0,0.3385,0,0.3385,0,25.8,0,15.3,21.9
Beira Litoral,Leiria,Leiria,fire,2015-05-17,14:44:00,2.7,0,0,2.7,2.7,0,31,0,16.7,22.3
Beira Litoral,Viseu,Mangualde,agric_burn,2015-03-30,23:53:00,0,0.01,0,0.01,0.01,0,20.9,0,9.2,12.7
Beira Interior,Castelo Branco,Fundão,firepit,2015-03-31,16:58:00,0.136,0,0,0.136,0.136,0,27.5,0,10.1,19.3
Tras-dos-Montes,Bragança,Carrazeda de Ansiães,firepit,2015-02-17,16:54:00,0,0.03,0,0.03,0.03,0,10.4,0,4.5,5.9
Beira Litoral,Viseu,Tarouca,fire,2015-03-16,16:02:00,0,7,0,7,7,0,18,0,-1.7,9.6
Beira Interior,Castelo Branco,Covilhá,firepit,2015-02-28,11:28:00,0,0.25,0,0.25,0.25,0,17.7,0,6.7,11.3
Beira Interior,Guarda,Sabugal,agric_burn,2015-04-23,16:29:00,0,1,0,1,1,0,23.5,0,8.2,15.9
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2015-04-23,20:09:00,0,0.2,0,0.2,0.2,1,22.4,5.9,8.4,14.3
Beira Litoral,Viseu,Tarouca,firepit,2015-05-09,05:49:00,0.01,0,0,0.01,0.01,1,23.4,0,6.9,16.9
Algarve,Faro,Alcoutim,agriculture,2015-01-25,15:25:00,0,0,0.0235,0,0.0235,0,19.8,0,2.3,12.7
Tras-dos-Montes,Vila Real,Montalegre,firepit,2015-01-25,18:53:00,0,0.01,0,0.01,0.01,0,12.3,0,1.8,8.1
Tras-dos-Montes,Bragança,Vinhais,fire,2015-01-05,10:49:00,0,1.71,0,1.71,1.71,0,12.9,0,-2.2,4.6
Ribatejo e Oeste,Setubal,Santiago do Cacém,firepit,2015-02-09,17:16:00,0.02,0,0,0.02,0.02,0,15.3,0,-0.7,8.3
Beira Litoral,Aveiro,Vale de Cambra,firepit,2015-02-09,17:49:00,0,0.1718,0,0.1718,0.1718,0,14.3,0,4,8.3
Ribatejo e Oeste,Setubal,Grandola,agriculture,2015-04-13,18:19:00,0,0,0.294,0,0.294,0,23.7,0,15.5,19.4
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-04-13,22:06:00,0,0.01,0,0.01,0.01,1,28.9,0,16,21.8
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-04-14,00:39:00,0,0.03,0,0.03,0.03,1,25.8,0,16.1,20.7
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-04-14,14:45:00,0.04,0,0,0.04,0.04,0,25.8,0,16.1,20.7
Beira Interior,Guarda,Seia,agriculture,2015-04-02,13:54:00,0,0,2,0,2,0,27.8,0,9.4,19.9
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-06-08,22:26:00,0,0.3,0,0.3,0.3,1,31.8,0,18.6,25.3
Beira Litoral,Leiria,Porto de Mós,agriculture,2015-01-10,13:11:00,0,0,0.2,0,0.2,0,16.7,0,8.1,9.8
Beira Litoral,Viseu,Nelas,firepit,2015-01-10,19:28:00,0.5017,0,0,0.5017,0.5017,1,16.7,0,-4,9.8
Tras-dos-Montes,Bragança,Vinhais,firepit,2015-01-01,18:40:00,0,0.97,0,0.97,0.97,0,12.2,0,-3.5,2.8
Entre Douro e Minho,Braga,Barcelos,agric_burn,2015-01-12,18:40:00,0,1.73,0,1.73,1.73,0,14.2,0,4.1,8.5
Beira Litoral,Coimbra,Arganil,firepit,2015-03-31,20:27:00,0.8,0.002,0,0.802,0.802,1,21.1,0,9.5,13.3
Entre Douro e Minho,Braga,Vieira do Minho,firepit,2015-04-01,00:29:00,0.2,0.05,0,0.25,0.25,0,24.4,0,7.8,15.5
Beira Interior,Guarda,Seia,agric_burn,2015-04-01,10:38:00,0,0.002,0,0.002,0.002,0,26.6,0,13.8,19.3
Beira Interior,Guarda,Almeida,agric_burn,2015-04-01,15:19:00,0,0.1,0,0.1,0.1,0,26.6,0,13.8,19.3
Entre Douro e Minho,Viana do Castelo,Monção,fire,2015-04-06,11:24:00,0,25,0,25,25,0,22.5,0,9.1,14.9
Entre Douro e Minho,Porto,Baião,firepit,2015-04-06,12:00:00,0,0.131,0,0.131,0.131,0,24.1,0,5.9,15.9
Tras-dos-Montes,Vila Real,Alijó,firepit,2015-04-06,14:50:00,0.24,0,0,0.24,0.24,0,22,0,5.9,13.9
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-05-30,16:21:00,0,0.05,0,0.05,0.05,0,23.6,0,10.2,15.8
Tras-dos-Montes,Vila Real,Montalegre,fire,2015-03-09,10:15:00,0,3,0,3,3,0,26.2,0,1.5,13.8
Entre Douro e Minho,Braga,Vieira do Minho,firepit,2015-03-09,19:59:00,0,0.5,0,0.5,0.5,0,20.8,0,8.4,12.3
Entre Douro e Minho,Viana do Castelo,Monção,fire,2015-03-10,15:18:00,0.5,0.5,0,1,1,0,18.2,0,7.5,10.6
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-04-02,15:53:00,0.05,0.05,0,0.1,0.1,1,26.8,0,9.2,16.7
Tras-dos-Montes,Vila Real,Murça,firepit,2015-04-02,16:06:00,0.2,0.3,0,0.5,0.5,0,23.6,0,5.9,14.3
Tras-dos-Montes,Vila Real,Montalegre,fire,2015-04-02,20:19:00,0,4,0,4,4,0,29.2,0,4.8,18.9
Ribatejo e Oeste,Santarém,Abrantes,firepit,2015-04-02,10:48:00,0.04,0.009,0,0.049,0.049,1,27.8,0,10.7,19.9
Tras-dos-Montes,Bragança,Vinhais,firepit,2015-04-03,19:50:00,0.09,0.46,0,0.55,0.55,0,23.7,0,7.1,15.8
Beira Litoral,Aveiro,Vagos,agriculture,2015-04-21,11:03:00,0,0,6e-04,0,6e-04,0,21.5,1.2,9.8,14.9
Beira Litoral,Coimbra,Cantanhede,agriculture,2015-06-07,23:25:00,0,0,0.05,0,0.05,0,34,0,14.4,23.8
Entre Douro e Minho,Porto,Paredes,firepit,2015-06-07,23:23:00,0,0.035,0,0.035,0.035,0,31.3,0,16.6,24.6
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,fire,2015-03-20,17:59:00,1.5,0,0,1.5,1.5,0,16.9,0,8.5,11.7
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-03-20,22:11:00,7,31.9,0,38.9,38.9,0,19.4,0,8.4,12.2
Entre Douro e Minho,Porto,Paredes,firepit,2015-03-21,15:10:00,0,0.01,0,0.01,0.01,0,19.4,0,6.4,11.9
Tras-dos-Montes,Bragança,Vimioso,firepit,2015-03-22,12:42:00,0,0.16,0,0.16,0.16,0,15.4,3.2,1.5,9.1
Ribatejo e Oeste,Santarém,Rio Maior,fire,2015-05-20,17:44:00,0.0103,1.6981,0,1.7084,1.7084,0,21.8,0,12.6,16.6
Ribatejo e Oeste,Setubal,Moita,agriculture,2015-05-21,18:43:00,0,0,0.0156,0,0.0156,0,25.2,0,13.9,19.3
Alentejo,Évora,Évora,agriculture,2015-05-22,16:10:00,0,0,1,0,1,0,28,0,12.1,20
Ribatejo e Oeste,Setubal,Palmela,agriculture,2015-06-13,16:33:00,0,0,1.1847,0,1.1847,0,21.1,2.4,13.4,16.8
Alentejo,Évora,Reguengos de Monsaraz,agric_burn,2015-03-12,14:45:00,0,0,0.88,0,0.88,0,18.7,0,3.9,10.5
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-03-13,17:01:00,2,2,0,4,4,0,15.9,0,5.1,9.6
Entre Douro e Minho,Porto,Paredes,firepit,2015-03-13,18:04:00,0,0.02,0,0.02,0.02,0,15.9,0,5.1,9.6
Entre Douro e Minho,Viana do Castelo,Paredes de Coura,firepit,2015-03-13,19:54:00,0,0.02,0,0.02,0.02,0,15.9,0,5.1,9.6
Tras-dos-Montes,Vila Real,Montalegre,firepit,2015-03-13,22:12:00,0,0.01,0,0.01,0.01,0,18,0,5.9,12.7
Alentejo,Portalegre,Arronches,firepit,2015-06-05,14:37:00,0.6731,0,0,0.6731,0.6731,0,35.7,0,18.2,28.4
Ribatejo e Oeste,Santarém,Ourém,agriculture,2015-03-25,14:39:00,0,0,0.4466,0,0.4466,0,14.1,0,4.5,9.1
Entre Douro e Minho,Viana do Castelo,Vila Nova de Cerveira,agriculture,2015-03-25,20:53:00,0,0,0.2,0,0.2,0,13.8,1.3,3.7,8.2
Entre Douro e Minho,Braga,Guimarães,fire,2015-05-27,07:34:00,0,2,0,2,2,0,30.1,0,12.5,20.6
Beira Interior,Guarda,Vila Nova de Foz Côa,fire,2015-05-27,18:10:00,0,2.26,0,2.26,2.26,0,27.5,0,8.6,18.2
Entre Douro e Minho,Porto,Amarante,firepit,2015-03-28,15:03:00,0.26,0,0,0.26,0.26,0,21.1,0,4.9,10.8
Entre Douro e Minho,Braga,Fafe,firepit,2015-03-28,18:58:00,0,0.05,0,0.05,0.05,0,15.6,0.1,9.1,10.8
Ribatejo e Oeste,Lisboa,Mafra,agric_burn,2015-03-29,17:28:00,0,0.05,0,0.05,0.05,0,20.6,0,11.6,14.9
Entre Douro e Minho,Porto,Maia,fire,2015-05-24,19:17:00,1.01,0.18,0,1.19,1.19,0,26,0,10.4,17.9
Beira Litoral,Viseu,Tarouca,firepit,2015-05-26,06:00:00,0.01,0,0,0.01,0.01,1,29.8,0,15.2,21.8
Entre Douro e Minho,Porto,Baião,firepit,2015-06-25,16:56:00,0,0.01,0,0.01,0.01,0,28.5,0,15.3,19.9
Tras-dos-Montes,Vila Real,Chaves,fire,2015-04-03,17:43:00,0,4,0,4,4,0,27.7,0,7.3,18.7
Entre Douro e Minho,Porto,Vila do Conde,firepit,2015-05-28,19:45:00,0.02,0.32,0,0.34,0.34,0,30.3,0,13.6,20.9
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2015-05-28,12:12:00,0,0.034,0,0.034,0.034,1,29,0,10.6,20.4
Ribatejo e Oeste,Santarém,Alpiarca,agriculture,2015-05-29,17:52:00,0,0,0.0237,0,0.0237,1,27.7,0,17.8,22.1
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-06-29,14:18:00,0.005,0,0,0.005,0.005,0,33.5,0,17.7,23.9
Beira Litoral,Viseu,Mortágua,firepit,2015-06-29,16:26:00,0,0.06,0,0.06,0.06,1,32.1,0,14.8,21.3
Beira Litoral,Leiria,Caldas da Rainha,fire,2015-06-06,18:47:00,0,1.13,0,1.13,1.13,0,30.6,0,18.9,24.4
Beira Litoral,Coimbra,Coimbra,firepit,2015-06-07,11:19:00,0.015,0,0,0.015,0.015,1,34,0,14.4,23.8
Ribatejo e Oeste,Santarém,Ourém,agriculture,2015-07-09,14:09:00,0,0,0.0408,0,0.0408,0,37,0,15.5,21.6
Entre Douro e Minho,Porto,Penafiel,firepit,2015-07-09,16:22:00,0,0.4,0,0.4,0.4,0,34.4,0,15.5,21.6
Ribatejo e Oeste,Santarém,Abrantes,agriculture,2015-07-09,16:31:00,0,0,0.1513,0,0.1513,0,37,0,15.5,21.6
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-07-09,19:25:00,0,1.2,0,1.2,1.2,0,39.1,0,13.2,25.2
Entre Douro e Minho,Porto,Maia,firepit,2015-07-09,18:10:00,0,0.15,0,0.15,0.15,0,34.4,0,15.5,23.2
Entre Douro e Minho,Viana do Castelo,Valença,firepit,2015-04-04,22:25:00,0,0.01,0,0.01,0.01,1,25,0,5.8,14.9
Beira Interior,Guarda,Almeida,fire,2015-06-30,18:22:00,29,20,30,49,79,1,34.5,0,18.2,27.6
Beira Litoral,Leiria,Nazaré,firepit,2015-07-02,13:26:00,0,0.345,0,0.345,0.345,0,25.8,0,13.9,18.8
Tras-dos-Montes,Vila Real,Alijó,firepit,2015-07-02,13:40:00,0,0.02,0,0.02,0.02,1,29.7,0,13.3,20.2
Beira Litoral,Viseu,Tondela,firepit,2015-07-23,13:48:00,0,0.005,0,0.005,0.005,0,28,0,14.5,19.8
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,firepit,2015-07-24,05:30:00,0.2,0.1,0,0.3,0.3,1,28,0,16.4,21
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2015-03-22,16:47:00,0,3,0,3,3,0,17.6,0,6.1,12.6
Alentejo,Évora,Estremoz,agric_burn,2015-03-28,13:11:00,0,0,0.001,0,0.001,0,24.4,0,8.6,15
Beira Interior,Guarda,Manteigas,agric_burn,2015-03-28,20:05:00,0,0.5,0,0.5,0.5,0,27,0,10.7,17.7
Tras-dos-Montes,Vila Real,Montalegre,firepit,2015-03-29,16:28:00,0,0.5,0,0.5,0.5,0,22.7,0,6.1,11.1
Entre Douro e Minho,Porto,Amarante,firepit,2015-03-23,12:15:00,0.21,0,0,0.21,0.21,0,13.2,0.1,4.5,8.1
