"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
3837,"Trás-os-Montes","Viseu","Lamego","Penude","41:5:0.884400000001051''","7:50:55.3488000000009''","firepit",2015-03-08 00:00:00,11:28:00,2015-03-08 00:00:00,12:10:00,2015-03-08 00:00:00,11:29:00,NA,0,0.025,0,0.025,0.025,0
3838,"Algarve","Faro","Tavira","Conceição","37:11:12.9999998399933","7:37:21.1999994400958","fire",2015-03-08 00:00:00,15:10:00,2015-03-08 00:00:00,20:00:00,2015-03-08 00:00:00,15:25:00,NA,0,1.398,0,1.398,1.398,0
3839,"Entre Douro e Minho","Porto","Amarante","Telões","41:18:29.7431999999969''","8:5:39.3432000000018''","firepit",2015-03-08 00:00:00,15:29:00,2015-03-08 00:00:00,17:10:00,2015-03-08 00:00:00,15:40:00,NA,0.09,0,0,0.09,0.09,1
3840,"-","Guarda","Gouveia","Figueiró da Serra","40:31:48.1599999999924","7:28:42.1499999999992","firepit",2015-03-08 00:00:00,15:38:00,2015-03-08 00:00:00,18:15:00,2015-03-08 00:00:00,15:50:00,NA,0.2,0.35,0,0.55,0.55,0
3841,"Beira Interior","Castelo Branco","Fundão","Castelo Novo","40:3:48.4416000000078''","7:27:16.0560000000003''","firepit",2015-03-08 00:00:00,16:30:00,2015-03-08 00:00:00,18:25:00,2015-03-08 00:00:00,18:02:00,NA,0,0.141,0,0.141,0.141,0
3842,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padroso","41:56:38.2055999999886''","8:29:30.4404000000025''","fire",2015-03-08 00:00:00,20:12:00,2015-03-08 00:00:00,22:05:00,2015-03-08 00:00:00,20:45:00,NA,0,6,0,6,6,0
3843,"Entre Douro e Minho","Braga","Terras de Bouro","Carvalheira","41:44:55.2552000000082''","8:14:0.275999999997225''","fire",2015-04-08 01:00:00,01:30:00,2015-04-08 01:00:00,07:30:00,2015-04-08 01:00:00,01:50:00,NA,1.5,0,0,1.5,1.5,0
3844,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Rio Douro","41:33:26.7371999999892''","7:56:26.6171999999995''","firepit",2015-04-08 01:00:00,19:39:00,2015-04-08 01:00:00,20:40:00,2015-04-08 01:00:00,19:50:00,NA,0,0.01,0,0.01,0.01,0
3845,"Trás-os-Montes","Bragança","Carrazeda de Ansiães","Vilarinho da Castanheira","41:10:3.61920000001135''","7:13:17.709600000001''","fire",2015-04-13 01:00:00,11:47:00,2015-04-13 01:00:00,22:50:00,2015-04-13 01:00:00,13:00:00,NA,0,24.83,0,24.83,24.83,0
3846,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Lagoaça","41:12:38.9843999999886''","6:45:38.7324000000007''","fire",2015-04-13 01:00:00,15:35:00,2015-04-13 01:00:00,17:41:00,2015-04-13 01:00:00,16:00:00,NA,0,1.39,0,1.39,1.39,0
3847,"Trás-os-Montes","Vila Real","Peso da Régua","Sedielos","41:12:33.5339999999877''","7:52:10.9272000000007''","fire",2015-04-13 01:00:00,18:20:00,2015-04-13 01:00:00,20:20:00,2015-04-13 01:00:00,19:05:00,NA,0.3,1.5,0,1.8,1.8,0
3848,"-","Vila Real","Boticas","Ardãos","41:45:51.5099999999961","7:35:44.0499999999992","firepit",2015-04-14 01:00:00,00:52:00,2015-04-14 01:00:00,02:25:00,2015-04-14 01:00:00,01:40:00,NA,0,0.5,0,0.5,0.5,0
3849,"-","Coimbra","Oliveira do Hospital","União das freguesias de Oliveira do Hospital e São Paio de Gramaços","40:21:09","07:50:29","firepit",2015-04-14 01:00:00,06:18:00,2015-04-14 01:00:00,08:41:00,2015-04-14 01:00:00,06:37:00,NA,0,0.5,0,0.5,0.5,0
3850,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Vale da Porca","41:32:47.5008000000076''","6:54:29.8331999999986''","agriculture",2015-03-21 00:00:00,17:58:00,2015-03-21 00:00:00,19:20:00,2015-03-21 00:00:00,18:07:00,NA,0,0,0.059,0,0.059,0
3851,"Beira Interior","Guarda","Sabugal","Souto","40:21:6.32000000000176","6:58:39.5900000000016","agric_burn",2015-03-16 00:00:00,13:00:00,2015-03-16 00:00:00,14:04:00,2015-03-16 00:00:00,13:06:00,NA,0,1.5,0,1.5,1.5,0
3852,"Beira Interior","Guarda","Guarda","Vila Franca do Deão","40:38:17.2399999999993","7:13:28.2300000000007","agric_burn",2015-03-16 00:00:00,12:25:00,2015-03-16 00:00:00,14:20:00,2015-03-16 00:00:00,13:00:00,NA,0,1.5,0,1.5,1.5,0
3853,"-","Vila Real","Montalegre","Padroso","41:51:29","07:46:53","fire",2015-03-16 00:00:00,14:50:00,2015-03-16 00:00:00,17:15:00,2015-03-16 00:00:00,15:10:00,NA,0,4,0,4,4,0
3854,"Ribatejo e Oeste","Lisboa","Vila Franca de Xira","Vila Franca de Xira","38:57:8.36639999999022''","9:0:38.8584000000023''","agric_burn",2015-03-16 00:00:00,15:40:00,2015-03-16 00:00:00,16:06:00,2015-03-16 00:00:00,15:59:00,NA,0,0.22,0,0.22,0.22,0
3855,"Entre Douro e Minho","Braga","Barcelos","Panque","41:37:50.1851999999917''","8:35:26.3327999999994''","firepit",2015-04-07 01:00:00,15:54:00,2015-04-07 01:00:00,16:56:00,2015-04-07 01:00:00,16:10:00,NA,0.6,0,0,0.6,0.6,0
3856,"-","Viana do Castelo","Ponte da Barca","União das freguesias de Entre Ambos-os-Rios, Ermida e Germil","41:48:22","08:17:59","fire",2015-04-07 01:00:00,16:04:00,2015-04-07 01:00:00,22:16:00,2015-04-07 01:00:00,16:06:00,NA,0.5,1.2,0,1.7,1.7,0
3857,"Entre Douro e Minho","Viseu","Cinfães","São Cristovão de Nogueira","41:3:44.3376000000097''","8:8:29.2523999999976''","firepit",2015-04-07 01:00:00,17:39:00,2015-04-07 01:00:00,21:25:00,2015-04-07 01:00:00,17:45:00,NA,0.2,0.3,0,0.5,0.5,0
3858,"Alentejo","Beja","Beja","Trindade","37:52:26.24519999999''","7:52:2.88479999999886''","agriculture",2015-06-01 01:00:00,15:07:00,2015-06-01 01:00:00,16:32:00,2015-06-01 01:00:00,15:28:00,NA,0,0,0.0087,0,0.0087,0
3859,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Vilela","41:33:12.1392000000111''","8:15:39.2760000000031''","firepit",2015-06-01 01:00:00,15:56:00,2015-06-01 01:00:00,18:00:00,2015-06-01 01:00:00,16:08:00,NA,0,0.1,0,0.1,0.1,0
3860,"Entre Douro e Minho","Porto","Vila do Conde","Mosteiró","41:16:45.6060000000116''","8:38:14.4671999999997''","firepit",2015-06-01 01:00:00,18:06:00,2015-06-01 01:00:00,18:52:00,2015-06-01 01:00:00,18:21:00,NA,0,0.01,0,0.01,0.01,0
3861,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Arcos","41:46:15.3911999999929''","8:40:9.73200000000247''","fire",2015-05-27 01:00:00,14:15:00,2015-05-27 01:00:00,14:41:00,2015-05-27 01:00:00,14:17:00,NA,2,0,0,2,2,0
3862,"Beira Litoral","Aveiro","Estarreja","Canelas","40:42:48.5136''","8:33:4.5359999999971''","agriculture",2015-04-13 01:00:00,23:05:00,2015-04-14 01:00:00,01:58:00,2015-04-13 01:00:00,23:50:00,NA,0,0,0.005,0,0.005,0
3863,"Entre Douro e Minho","Viana do Castelo","Melgaço","Cristoval","42:7:41.1491999999885''","8:12:1.78200000000032''","firepit",2015-04-14 01:00:00,09:28:00,2015-04-14 01:00:00,12:17:00,2015-04-14 01:00:00,09:50:00,NA,0.25,0,0,0.25,0.25,0
3864,"Ribatejo e Oeste","Santarém","Rio Maior","Rio Maior","00:39:18.664","00:08:59.680","firepit",2015-05-26 01:00:00,11:01:00,2015-05-26 01:00:00,15:00:00,2015-05-26 01:00:00,11:26:00,NA,0,0.1701,0,0.1701,0.1701,0
3865,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Vade (São Tomé)","41:47:0.322799999996732''","8:24:21.2975999999982''","firepit",2015-05-26 01:00:00,20:26:00,2015-05-26 01:00:00,21:10:00,2015-05-26 01:00:00,20:29:00,NA,0,0.01,0,0.01,0.01,0
3866,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Ermelo","41:51:16.3259999999946''","8:17:48.9227999999986''","firepit",2015-06-25 01:00:00,17:29:00,2015-06-25 01:00:00,18:24:00,2015-06-25 01:00:00,17:29:00,NA,0,0.002,0,0.002,0.002,1
3867,"-","Braga","Celorico de Basto","União das freguesias de Caçarilhe e Infesta","41:24:58","08:02:19","firepit",2015-03-17 00:00:00,21:44:00,2015-03-17 00:00:00,23:50:00,2015-03-17 00:00:00,22:00:00,NA,0.1,0.3,0,0.4,0.4,1
3868,"Entre Douro e Minho","Viana do Castelo","Valença","Gandra","41:59:59.5932000000039''","8:36:4.60799999999693''","agric_burn",2015-03-17 00:00:00,23:31:00,2015-03-18 00:00:00,02:10:00,2015-03-17 00:00:00,23:40:00,NA,0,0.25,0,0.25,0.25,0
3869,"Trás-os-Montes","Vila Real","Mesão frio","Vila Marim","41:10:43.2407999999924''","7:52:26.6267999999985''","firepit",2015-03-18 00:00:00,10:21:00,2015-03-18 00:00:00,11:40:00,2015-03-18 00:00:00,10:35:00,NA,0,0.01,0,0.01,0.01,0
3870,"-","Viana do Castelo","Monção","União das freguesias de Messegães, Valadares e Sá","42:04:51","08:21:57","firepit",2015-03-18 00:00:00,20:18:00,2015-03-18 00:00:00,20:45:00,2015-03-18 00:00:00,20:21:00,NA,0,0.005,0,0.005,0.005,0
3871,"Alentejo","Beja","Moura","Póvoa de São Miguel","00:38:15.800","00:07:18.600","agriculture",2015-05-21 01:00:00,09:10:00,2015-05-21 01:00:00,13:30:00,2015-05-21 01:00:00,09:54:00,NA,0,0,2,0,2,0
3872,"Ribatejo e Oeste","Santarém","Tomar","Sabacheira","00:39:40.468","00:08:29.400","agriculture",2015-05-22 01:00:00,10:44:00,2015-05-22 01:00:00,12:11:00,2015-05-22 01:00:00,11:00:00,NA,0,0,0.0874,0,0.0874,0
3873,"Entre Douro e Minho","Viana do Castelo","Valença","Gondomil","42:1:9.1379999999981''","8:33:56.2823999999975''","agric_burn",2015-06-12 01:00:00,17:00:00,2015-06-12 01:00:00,19:30:00,2015-06-12 01:00:00,17:20:00,NA,0,0.05,0,0.05,0.05,0
3874,"-","Porto","Baião","União das freguesias de Santa Cruz do Douro e São Tomé de Covelas","41:10:51","08:00:49","firepit",2015-04-04 01:00:00,18:05:00,2015-04-04 01:00:00,20:15:00,2015-04-04 01:00:00,18:20:00,NA,0,0.05,0,0.05,0.05,0
3875,"-","Braga","Barcelos","União das freguesias de Creixomil e Mariz","41:32:34","08:40:11","firepit",2015-04-04 01:00:00,18:55:00,2015-04-04 01:00:00,21:45:00,2015-04-04 01:00:00,19:10:00,NA,0.01,0.4,0,0.41,0.41,0
3876,"-","Viana do Castelo","Melgaço","União das freguesias de Parada do Monte e Cubalhão","42:08:04","08:12:32","agric_burn",2015-04-04 01:00:00,19:14:00,2015-04-05 01:00:00,01:05:00,2015-04-04 01:00:00,19:40:00,NA,0,64.434,0,64.434,64.434,0
3877,"Entre Douro e Minho","Braga","Fafe","Fornelos","41:28:0.469199999998864''","8:10:33.1464000000011''","fire",2015-04-04 01:00:00,21:53:00,2015-04-05 01:00:00,01:00:00,2015-04-04 01:00:00,21:55:00,NA,6,7.5,0,13.5,13.5,1
3878,"-","Guarda","Celorico da Beira","Cortiçô da Serra","40:36:25.2499999999907","7:25:35.3999999999996","fire",2015-03-14 00:00:00,14:35:00,2015-03-14 00:00:00,16:44:00,2015-03-14 00:00:00,14:55:00,NA,0.2,8.8,0,9,9,0
3879,"-","Viana do Castelo","Arcos de Valdevez","União das freguesias de Guilhadeses e Santar","41:51:09","08:25:56","firepit",2015-03-14 00:00:00,15:16:00,2015-03-14 00:00:00,16:44:00,2015-03-14 00:00:00,16:20:00,NA,0,0.05,0,0.05,0.05,1
3880,"Trás-os-Montes","Vila Real","Montalegre","Covelo do Gerez","41:42:57","07:59:02","fire",2015-03-14 00:00:00,18:11:00,2015-03-14 00:00:00,22:19:00,2015-03-14 00:00:00,18:53:00,NA,0,1.5,0,1.5,1.5,0
3881,"Beira Litoral","Viseu","São Pedro do Sul","Sul","40º52'7.30200000000877''","8º3'38.7684000000019''","fire",2015-01-07 00:00:00,16:10:00,2015-01-07 00:00:00,21:15:00,2015-01-07 00:00:00,16:30:00,NA,0,2,0,2,2,0
3882,"Entre Douro e Minho","Braga","Celorico de Basto","Basto (São Clemente)","41º27'58.1795999999986''","8º2'44.199599999997''","firepit",2015-01-10 00:00:00,18:08:00,2015-01-10 00:00:00,19:20:00,2015-01-10 00:00:00,18:20:00,NA,0,0.3,0,0.3,0.3,1
3883,"Beira Litoral","Aveiro","Aveiro","Vera Cruz","40:38:52.3211999999927''","8:38:33.6695999999979''","agriculture",2015-01-12 00:00:00,11:25:00,2015-01-12 00:00:00,11:50:00,2015-01-12 00:00:00,11:28:00,NA,0,0,4e-04,0,4e-04,0
3884,"Beira Litoral","Aveiro","Ílhavo","Ílhavo (São Salvador)","40:35:37.5504000000007''","8:40:30.6047999999976''","agriculture",2015-01-12 00:00:00,14:33:00,2015-01-12 00:00:00,15:15:00,2015-01-12 00:00:00,14:38:00,NA,0,0,0.001,0,0.001,0
3885,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Sampriz","41:46:48.5291999999981''","8:22:55.3692000000001''","firepit",2015-03-31 01:00:00,18:24:00,2015-03-31 01:00:00,19:15:00,2015-03-31 01:00:00,18:35:00,NA,0,0.002,0,0.002,0.002,0
3886,"Beira Interior","Guarda","Celorico da Beira","Minhocal","40:41:0.255303353767431","7:21:9.51462734159577","agric_burn",2015-03-17 00:00:00,19:50:00,2015-03-17 00:00:00,20:40:00,2015-03-17 00:00:00,20:10:00,NA,0,0.01,0,0.01,0.01,0
3887,"Beira Litoral","Coimbra","Figueira da Foz","Tavarede","40:9:57.074400000011''","8:51:13.9355999999994''","agriculture",2015-04-22 01:00:00,15:07:00,2015-04-22 01:00:00,15:35:00,2015-04-22 01:00:00,15:11:00,NA,0,0,0.005,0,0.005,0
3888,"Beira Litoral","Leiria","Leiria","Amor","39:47:12.3360000000037''","8:50:38.6016000000005''","agriculture",2015-04-25 01:00:00,16:00:00,2015-04-25 01:00:00,16:40:00,2015-04-25 01:00:00,16:15:00,NA,0,0,0.002,0,0.002,0
3889,"Ribatejo e Oeste","Santarém","Alpiarça","Alpiarça","39:15:35.8559999999983","8:37:21.0000000000018","firepit",2015-04-30 01:00:00,20:17:00,2015-04-30 01:00:00,22:34:00,2015-04-30 01:00:00,20:40:00,NA,0,0.032,0,0.032,0.032,0
3890,"Alentejo","Portalegre","Nisa","São Simão","39:33:33.9407999999889''","7:37:32.0700000000016''","agriculture",2015-03-28 00:00:00,12:00:00,2015-03-28 00:00:00,13:50:00,NA,NA,NA,0,0,0.157,0,0.157,0
3891,"Alentejo","Portalegre","Elvas","Terrugem","38:50:34.0151999999989''","7:22:36.5411999999998''","firepit",2015-04-16 01:00:00,16:06:00,2015-04-16 01:00:00,17:59:00,2015-04-16 01:00:00,16:29:00,NA,0.0342,0,0,0.0342,0.0342,0
3892,"Entre Douro e Minho","Porto","Penafiel","Novelas","41:13:21.8352000000021''","8:17:35.8872000000022''","firepit",2015-06-09 01:00:00,15:33:00,2015-06-09 01:00:00,16:39:00,2015-06-09 01:00:00,15:40:00,NA,0,0.01,0,0.01,0.01,0
3893,"Beira Interior","Guarda","Fornos de Algodres","Muxagata","00:40:39.670","00:07:26.280","firepit",2015-06-09 01:00:00,19:27:00,2015-06-09 01:00:00,22:15:00,2015-06-09 01:00:00,19:28:00,NA,0,0.5,0,0.5,0.5,0
3894,"Trás-os-Montes","Vila Real","Valpaços","Fornos do Pinhal","41:39:34","07:14:17","fire",2015-04-13 01:00:00,17:30:00,2015-04-13 01:00:00,21:10:00,2015-04-13 01:00:00,18:22:00,NA,0,7,0,7,7,1
3895,"Beira Litoral","Coimbra","Soure","Soure","40:4:18.4908000000098''","8:34:21.7560000000026''","fire",2015-04-14 01:00:00,12:31:00,2015-04-14 01:00:00,16:15:00,2015-04-14 01:00:00,12:41:00,NA,0.3,0.7,0,1,1,0
3896,"-","Bragança","Torre de Moncorvo","União das freguesias de Adeganha e Cardanha","41:14:57","07:04:42","firepit",2015-04-15 01:00:00,17:11:00,2015-04-15 01:00:00,19:00:00,2015-04-15 01:00:00,17:44:00,NA,0,0.062,0,0.062,0.062,0
3897,"Entre Douro e Minho","Porto","Marco de Canaveses","Soalhães","41:10:54.3431999999967''","8:5:29.5799999999993''","fire",2015-06-08 01:00:00,23:26:00,2015-06-09 01:00:00,02:15:00,2015-06-08 01:00:00,23:50:00,NA,0,2,0,2,2,1
3898,"-","Braga","Celorico de Basto","União das freguesias de Veade, Gagos e Molares","41:26:37","07:57:54","fire",2015-04-05 01:00:00,00:39:00,2015-04-05 01:00:00,04:55:00,2015-04-05 01:00:00,00:50:00,NA,2.3,0,0,2.3,2.3,1
3899,"Entre Douro e Minho","Porto","Paredes","Aguiar de Sousa","41:7:39.0719999999891''","8:27:8.24399999999869''","firepit",2015-04-05 01:00:00,01:50:00,2015-04-05 01:00:00,04:55:00,2015-04-05 01:00:00,02:05:00,NA,0,0.05,0,0.05,0.05,0
3900,"-","Viana do Castelo","Arcos de Valdevez","União das freguesias de Arcos de Valdevez (São Paio) e Giela","41:57:28","08:15:07","fire",2015-04-05 01:00:00,17:16:00,2015-04-06 01:00:00,04:20:00,2015-04-05 01:00:00,17:17:00,NA,66,28,0,94,94,1
3901,"Entre Douro e Minho","Aveiro","Vale de Cambra","Roge","40:51:11.4911999999998''","8:21:21.8915999999987''","agriculture",2015-04-06 01:00:00,01:44:00,2015-04-06 01:00:00,02:35:00,2015-04-06 01:00:00,02:03:00,NA,0,0,0.001,0,0.001,0
3902,"Beira Interior","Guarda","Guarda","Vela","40:26:54.064788865258","7:18:36.4098451634345","agric_burn",2015-03-31 01:00:00,03:00:00,2015-03-31 01:00:00,04:32:00,2015-03-31 01:00:00,03:20:00,NA,0,0.001,0,0.001,0.001,0
3903,"-","Viana do Castelo","Viana do Castelo","União das freguesias de Mazarefes e Vila Fria","41:47:30","08:43:45","firepit",2015-04-14 01:00:00,21:29:00,2015-04-14 01:00:00,22:30:00,2015-04-14 01:00:00,21:49:00,NA,0,0.02,0,0.02,0.02,0
3904,"Beira Litoral","Aveiro","Vagos","Sosa","40:32:39.3144000000081''","8:39:17.5787999999996''","firepit",2015-04-14 01:00:00,21:25:00,2015-04-14 01:00:00,22:48:00,2015-04-14 01:00:00,21:25:00,NA,0,0.0097,0,0.0097,0.0097,0
3905,"Trás-os-Montes","Bragança","Vinhais","Tuizelo","41:55:4.63079999998968''","7:2:49.4412000000007''","fire",2015-03-31 01:00:00,13:46:00,2015-03-31 01:00:00,18:04:00,2015-03-31 01:00:00,15:07:00,NA,2.42,7.68,0,10.1,10.1,0
3906,"Beira Litoral","Viseu","Viseu","Povolide","40:40:2.69760000001043''","7:47:41.6148000000003''","firepit",2015-03-31 01:00:00,14:58:00,2015-03-31 01:00:00,17:03:00,2015-03-31 01:00:00,15:15:00,NA,0,0.15,0,0.15,0.15,0
3907,"-","Vila Real","Montalegre","Padornelos","41:52:36.1000000000064","7:43:39.9000000000012","firepit",2015-01-12 00:00:00,08:25:00,2015-01-12 00:00:00,10:00:00,2015-01-12 00:00:00,08:40:00,NA,0,0.01,0,0.01,0.01,0
3908,"Entre Douro e Minho","Braga","Braga","Tebosa","41:29:37","08:28:30","firepit",2015-01-12 00:00:00,15:28:00,2015-01-12 00:00:00,17:40:00,2015-01-12 00:00:00,15:40:00,NA,0,0.02,0,0.02,0.02,0
3909,"-","Aveiro","Santa Maria da Feira","União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo","40:56:07","08:35:12","firepit",2015-01-12 00:00:00,18:11:00,2015-01-12 00:00:00,19:20:00,2015-01-12 00:00:00,18:26:00,NA,0,0.0482,0,0.0482,0.0482,0
3910,"Trás-os-Montes","Viseu","Armamar","Queimadela","41:5:22.4628000000052''","7:44:33.9288000000009''","firepit",2015-03-31 01:00:00,19:18:00,2015-03-31 01:00:00,23:00:00,2015-03-31 01:00:00,19:30:00,NA,0.5,0,0,0.5,0.5,1
3911,"-","Coimbra","Coimbra","União das freguesias de São Martinho do Bispo e Ribeira de Frades","40:12:17","08:24:19","agriculture",2015-04-01 01:00:00,00:28:00,2015-04-01 01:00:00,03:22:00,2015-04-01 01:00:00,00:40:00,NA,0,0,0.012,0,0.012,0
3912,"Alentejo","Setúbal","Alcácer do Sal","Torrão","38:18:8.00999999999988''","8:14:8.88000000030331E-02''","agriculture",2015-04-01 01:00:00,14:40:00,2015-04-01 01:00:00,16:15:00,2015-04-01 01:00:00,14:50:00,NA,0,0,0.003,0,0.003,0
3913,"Beira Litoral","Aveiro","Sever do Vouga","Cedrim","40:42:42.5915999999876''","8:20:50.3592000000005''","firepit",2015-04-01 01:00:00,23:09:00,2015-04-02 01:00:00,01:30:00,2015-04-01 01:00:00,23:40:00,NA,0.2,0,0,0.2,0.2,0
3914,"Beira Interior","Castelo Branco","Sertã","Pedrógão Pequeno","39:53:36.7367999999982''","8:8:3.10920000000124''","firepit",2015-04-06 01:00:00,14:11:00,2015-04-06 01:00:00,16:51:00,2015-04-06 01:00:00,14:29:00,NA,0.04,0,0,0.04,0.04,0
3915,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Meixedo","41:45:24.8975999999885''","8:43:31.7136000000016''","firepit",2015-05-30 01:00:00,07:48:00,2015-05-30 01:00:00,08:30:00,2015-05-30 01:00:00,07:58:00,NA,0,0.002,0,0.002,0.002,0
3916,"Ribatejo e Oeste","Santarém","Rio Maior","Rio Maior","00:39:18.664","00:08:59.680","firepit",2015-05-30 01:00:00,13:26:00,2015-05-30 01:00:00,16:55:00,2015-05-30 01:00:00,14:02:00,NA,0.5,0,0,0.5,0.5,0
3917,"Entre Douro e Minho","Braga","Terras de Bouro","Campo do Gerês","41:46:45.4007999999925''","8:11:46.7447999999992''","firepit",2015-06-01 01:00:00,11:37:00,2015-06-01 01:00:00,12:42:00,2015-06-01 01:00:00,11:55:00,NA,0.35,0.1,0,0.45,0.45,0
3918,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Montaria","41:48:13.5863999999896''","8:43:40.6272000000006''","fire",2015-03-21 00:00:00,21:04:00,2015-03-22 00:00:00,00:15:00,NA,NA,NA,0,2.04,0,2.04,2.04,0
3919,"Entre Douro e Minho","Viana do Castelo","Monção","Barbeita","42:4:16.6872000000103''","8:24:18.086399999997''","agriculture",2015-03-25 00:00:00,19:45:00,2015-03-25 00:00:00,21:10:00,2015-03-25 00:00:00,19:50:00,NA,0,0,0.025,0,0.025,0
3920,"Alentejo","Setúbal","Alcácer do Sal","Torrão","38:17:36.5747999999928''","8:13:41.0987999999993''","agriculture",2015-03-26 00:00:00,10:30:00,2015-03-26 00:00:00,12:00:00,2015-03-26 00:00:00,10:40:00,NA,0,0,0.7,0,0.7,0
3921,"Entre Douro e Minho","Braga","Vila Verde","Oleiros","41:36:40.9787999999872''","8:29:34.5479999999979''","firepit",2015-04-01 01:00:00,14:03:00,2015-04-01 01:00:00,16:00:00,2015-04-01 01:00:00,14:17:00,NA,0,0.47,0,0.47,0.47,0
3922,"Alentejo","Portalegre","Elvas","Caia e São Pedro","38:52:3.85319999999354''","7:3:18.5687999999985''","agriculture",2015-04-01 01:00:00,22:01:00,2015-04-01 01:00:00,23:21:00,2015-04-01 01:00:00,22:27:00,NA,0,0,1,0,1,0
3923,"Ribatejo e Oeste","Santarém","Vila Nova da Barquinha","Praia do Ribatejo","39:29:39.6999999999997","8:20:34.899999999999","firepit",2015-04-02 01:00:00,07:50:00,2015-04-02 01:00:00,08:23:00,2015-04-02 01:00:00,08:07:00,NA,0,0.0232,0,0.0232,0.0232,0
3924,"-","Porto","Baião","União das freguesias de Ancede e Ribadouro","41:09:57","07:55:47","fire",2015-04-02 01:00:00,12:30:00,2015-04-02 01:00:00,18:15:00,2015-04-02 01:00:00,12:46:00,NA,3,15.22,0,18.22,18.22,0
3925,"-","Braga","Vila Nova de Famalicão","União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures","41:28:02","08:29:50","firepit",2015-04-06 01:00:00,10:46:00,2015-04-06 01:00:00,12:40:00,2015-04-06 01:00:00,10:57:00,NA,0.1,0,0,0.1,0.1,0
3926,"Trás-os-Montes","Bragança","Torre de Moncorvo","Torre de Moncorvo","41:10:15.4379999999975''","7:4:42.7763999999991''","firepit",2015-05-30 01:00:00,12:03:00,2015-05-30 01:00:00,14:23:00,2015-05-30 01:00:00,12:12:00,NA,0,0.96,0,0.96,0.96,0
3927,"Entre Douro e Minho","Viana do Castelo","Valença","Gondomil","42:1:36.1164000000025''","8:33:51.1920000000022''","agriculture",2015-03-20 00:00:00,21:00:00,2015-03-20 00:00:00,22:55:00,2015-03-20 00:00:00,21:15:00,NA,0,0,0.04,0,0.04,0
3928,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Vila Fonche","41:50:56.4936000000074''","8:26:5.69039999999688''","fire",2015-03-20 00:00:00,17:57:00,2015-03-20 00:00:00,23:20:00,2015-03-20 00:00:00,18:01:00,NA,6.1,0,0,6.1,6.1,1
3929,"Beira Litoral","Coimbra","Arganil","Pombeiro da Beira","40:13:6.72960000000103''","8:8:58.426800000002''","agriculture",2015-04-01 01:00:00,15:58:00,2015-04-01 01:00:00,18:45:00,2015-04-01 01:00:00,16:15:00,NA,0,0,0.1,0,0.1,0
3930,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Vilar de Amargo","40:56:50.2999998000058","7:1:21.199999800177","firepit",2015-04-01 01:00:00,16:00:00,2015-04-01 01:00:00,17:25:00,2015-04-01 01:00:00,16:10:00,NA,0,0.5,0,0.5,0.5,0
3931,"Entre Douro e Minho","Porto","Penafiel","Recezinhos (São Mamede)","41:14:14.0747999999979''","8:13:6.57480000000177''","firepit",2015-04-01 01:00:00,17:49:00,2015-04-01 01:00:00,19:10:00,2015-04-01 01:00:00,17:57:00,NA,0.1,0,0,0.1,0.1,0
